ID_Venta,Caballos_Fuerza,Precio_Catalogo_Original,Precio_Construccion,Precio_Publico,Cantidad_Vendida,Anio_Venta,ID_Pais_Origen_x,ID_Tipo_Carroceria,ID_Tipo_Combustible,ID_Marca,ID_Pais_Origen_y,ID_Sede,ID_Ciudad_Sede
327,65,5195.0,3077,6244.0,179.0,2026-01-01,2,1,1,14,2,7,3
328,109,18946.0,14319,22482.0,129.0,2024-01-01,5,3,1,17,5,8,6
329,146,13400.0,7159,15089.0,149.0,2026-01-01,1,1,1,9,1,5,5
330,94,15908.0,12456,19341.0,149.0,2025-01-01,4,3,2,7,4,5,5
331,93,15732.0,11021,18434.0,132.0,2026-01-01,4,2,2,7,4,8,6
332,69,6248.0,3901,6818.0,191.0,2026-01-01,2,1,1,10,2,1,1
333,118,18275.0,13052,20056.0,159.0,2026-01-01,2,2,1,14,2,8,6
334,113,11266.0,6471,12705.0,185.0,2026-01-01,2,5,1,2,2,1,1
335,70,7673.0,4874,8764.0,148.0,2026-01-01,2,1,1,4,2,4,4
336,110,9760.0,8108,10039.0,209.0,2026-01-01,2,1,1,2,2,2,2
337,115,17054.0,9869,19321.0,157.0,2026-01-01,3,3,1,8,3,2,2
338,73,18655.0,13559,21863.0,132.0,2025-01-01,2,2,2,14,2,1,1
339,97,12827.0,8710,13950.0,160.0,2026-01-01,2,2,1,6,2,5,5
340,112,12425.0,7101,15997.0,173.0,2025-01-01,3,3,1,8,3,5,5
341,109,10161.0,6145,11578.0,129.0,2025-01-01,4,1,1,15,4,8,6
342,81,11048.0,7484,11478.0,180.0,2026-01-01,2,1,1,14,2,7,3
343,192,34796.0,20392,38917.0,64.0,2023-01-01,5,5,1,21,5,8,6
344,150,17833.0,11853,20682.0,133.0,2025-01-01,2,1,1,4,2,5,5
345,85,8695.0,5059,9787.0,132.0,2026-01-01,5,2,1,11,5,8,6
346,68,7618.0,4740,8655.0,187.0,2026-01-01,2,2,1,14,2,4,4
347,106,23696.0,17889,24603.0,115.0,2024-01-01,3,2,2,8,3,1,1
348,71,13420.0,8884,14937.0,126.0,2024-01-01,5,2,2,11,5,8,6
349,78,7832.0,5320,8709.0,155.0,2026-01-01,2,1,1,6,2,1,1
350,77,7315.0,4099,7272.0,179.0,2026-01-01,2,1,1,6,2,7,3
351,100,13888.0,10617,17673.0,125.0,2026-01-01,4,3,2,7,4,8,6
352,97,15787.0,12662,17783.0,163.0,2023-01-01,5,2,1,13,5,2,2
353,63,10952.0,7515,12193.0,143.0,2025-01-01,2,2,2,14,2,7,3
354,54,7243.0,8693,7889.0,131.0,2025-01-01,2,2,2,4,2,1,1
355,157,18477.0,8513,22080.0,101.0,2026-01-01,3,2,1,8,3,5,5
356,105,22643.0,17085,24900.0,98.0,2024-01-01,3,2,2,8,3,1,1
357,80,6793.0,4762,7443.0,174.0,2026-01-01,2,1,1,6,2,8,6
358,90,8388.0,4667,8848.0,218.0,2026-01-01,5,2,1,11,5,5,5
359,69,6097.0,4219,7385.0,201.0,2024-01-01,1,1,1,1,1,6,4
360,66,7736.0,5860,7956.0,178.0,2023-01-01,2,3,1,2,2,2,2
361,104,8951.0,6438,10625.0,163.0,2025-01-01,2,2,1,2,2,11,3
362,90,8220.0,4570,9041.0,179.0,2026-01-01,5,2,1,11,5,5,5
363,175,30560.0,19575,40881.0,65.0,2024-01-01,6,2,1,12,6,2,2
364,85,7609.0,4375,8975.0,203.0,2026-01-01,5,2,1,11,5,5,5
365,69,5785.0,3865,6117.0,218.0,2026-01-01,1,1,1,9,1,4,4
366,108,11914.0,7067,13990.0,164.0,2026-01-01,4,2,1,7,4,5,5
367,71,7686.0,5313,10344.0,207.0,2026-01-01,2,3,1,4,2,7,3
368,70,18097.0,13575,21360.0,119.0,2025-01-01,2,2,2,14,2,1,1
369,119,17854.0,12439,18984.0,81.0,2026-01-01,5,2,1,17,5,2,2
370,55,7613.0,4730,9118.0,167.0,2025-01-01,2,1,2,2,2,2,2
371,121,31856.0,22104,32780.0,76.0,2025-01-01,5,2,2,16,5,7,3
372,165,17960.0,11589,20691.0,187.0,2025-01-01,3,1,1,3,3,1,1
373,88,7153.0,4893,8059.0,158.0,2025-01-01,2,2,1,10,2,7,3
374,69,6780.0,4850,7520.0,168.0,2026-01-01,2,1,1,10,2,2,2
375,52,7587.0,5642,8477.0,192.0,2024-01-01,5,2,2,11,5,1,1
376,71,6258.0,4199,7130.0,172.0,2024-01-01,1,1,1,1,1,6,4
377,63,6725.0,4012,7706.0,181.0,2026-01-01,2,1,1,2,2,7,3
378,58,8007.0,5825,8242.0,168.0,2023-01-01,2,3,1,2,2,2,2
379,104,7313.0,4359,8283.0,184.0,2026-01-01,2,1,1,10,2,4,4
380,98,11196.0,7779,12153.0,138.0,2024-01-01,2,1,1,14,2,4,4
381,98,15874.0,9495,19694.0,127.0,2026-01-01,7,4,1,18,7,2,2
382,68,14529.0,9175,14201.0,120.0,2024-01-01,5,2,2,11,5,8,6
383,114,13404.0,9970,14523.0,184.0,2026-01-01,3,2,1,8,3,8,6
384,66,6157.0,3430,6487.0,153.0,2025-01-01,2,1,1,14,2,5,5
385,113,17807.0,9813,18007.0,130.0,2026-01-01,5,2,1,17,5,8,6
386,65,6643.0,5086,7956.0,164.0,2026-01-01,1,2,1,9,1,1,1
387,119,25148.0,17517,29399.0,105.0,2026-01-01,5,2,1,13,5,2,2
388,114,11399.0,6674,12493.0,176.0,2026-01-01,2,1,1,2,2,7,3
389,85,8041.0,4569,9124.0,206.0,2026-01-01,5,2,1,11,5,5,5
390,77,7064.0,4419,7484.0,171.0,2026-01-01,2,1,1,6,2,8,6
391,60,7743.0,5755,8061.0,178.0,2023-01-01,2,3,1,2,2,2,2
392,88,7725.0,4709,8910.0,163.0,2026-01-01,2,1,1,6,2,1,1
393,68,5164.0,3256,5943.0,173.0,2023-01-01,2,1,1,10,2,7,3
394,82,8589.0,6593,9895.0,154.0,2026-01-01,1,3,1,19,1,4,4
395,76,7500.0,4102,9746.0,178.0,2025-01-01,2,3,1,5,2,8,6
396,161,16407.0,8955,17410.0,161.0,2026-01-01,2,1,1,2,2,4,4
397,100,17470.0,12016,18094.0,186.0,2023-01-01,5,2,1,13,5,2,2
398,86,10809.0,6292,10819.0,156.0,2024-01-01,2,2,1,6,2,7,3
399,84,8342.0,5271,10546.0,166.0,2025-01-01,2,1,1,14,2,4,4
400,121,18744.0,13442,19884.0,153.0,2026-01-01,2,2,1,14,2,8,6
401,118,23751.0,13651,25656.0,130.0,2026-01-01,3,2,1,8,3,5,5
402,67,7614.0,5221,8673.0,173.0,2025-01-01,2,2,1,2,2,8,6
403,118,25643.0,19587,29976.0,76.0,2026-01-01,5,2,2,16,5,5,5
404,156,17618.0,11717,20991.0,119.0,2026-01-01,3,3,1,8,3,8,6
405,154,13625.0,9600,14499.0,150.0,2025-01-01,2,2,1,4,2,2,2
406,159,12997.0,9669,13974.0,157.0,2025-01-01,2,2,1,4,2,2,2
407,54,7149.0,8588,7404.0,170.0,2025-01-01,2,2,2,4,2,1,1
408,132,12256.0,7416,14743.0,148.0,2026-01-01,1,1,1,9,1,5,5
409,103,13548.0,8585,13676.0,174.0,2024-01-01,5,2,1,11,5,5,5
410,150,17092.0,9629,18500.0,146.0,2026-01-01,7,1,1,18,7,8,6
411,75,7095.0,5270,7631.0,141.0,2026-01-01,2,3,1,6,2,1,1
412,258,34567.0,24728,36777.0,53.0,2025-01-01,6,2,1,12,6,4,4
413,84,8178.0,5078,10052.0,170.0,2025-01-01,2,1,1,14,2,4,4
414,101,8478.0,5963,10004.0,188.0,2025-01-01,1,2,1,9,1,7,3
415,106,13666.0,8007,14512.0,146.0,2026-01-01,5,2,1,17,5,2,2
416,71,7190.0,8838,8605.0,192.0,2026-01-01,2,1,1,5,2,4,4
417,157,18712.0,8569,23234.0,118.0,2026-01-01,3,2,1,8,3,5,5
418,69,6587.0,4846,7666.0,181.0,2026-01-01,1,2,1,9,1,1,1
419,79,9859.0,7579,11935.0,148.0,2025-01-01,2,2,1,14,2,11,3
420,162,16865.0,9421,19819.0,92.0,2024-01-01,2,1,1,4,2,5,5
421,90,10354.0,8125,10819.0,218.0,2025-01-01,5,1,1,11,5,2,2
422,94,10170.0,6075,10884.0,164.0,2026-01-01,2,2,1,5,2,5,5
423,59,7862.0,4322,8425.0,208.0,2024-01-01,2,2,2,2,2,7,3
424,100,8129.0,5075,8370.0,217.0,2026-01-01,1,1,1,19,1,5,5
425,94,7856.0,8558,9486.0,174.0,2026-01-01,2,2,1,10,2,1,1
426,100,12960.0,8798,13311.0,191.0,2026-01-01,2,2,1,6,2,5,5
427,88,11306.0,7866,11512.0,174.0,2026-01-01,2,1,1,2,2,1,1
428,112,9145.0,5714,10016.0,178.0,2026-01-01,2,2,1,2,2,4,4
429,106,15482.0,10761,16582.0,137.0,2025-01-01,5,2,1,17,5,4,4
430,92,9919.0,7291,11686.0,164.0,2026-01-01,2,3,1,5,2,2,2
431,185,37538.0,9110,47672.0,37.0,2026-01-01,5,2,1,13,5,1,1
432,63,6613.0,3994,7575.0,196.0,2026-01-01,2,1,1,2,2,7,3
433,113,10056.0,5963,11650.0,166.0,2026-01-01,2,5,1,2,2,1,1
434,106,8915.0,6180,9023.0,218.0,2025-01-01,1,2,1,9,1,7,3
435,57,6342.0,9127,7449.0,152.0,2025-01-01,2,2,2,4,2,1,1
436,71,6548.0,5273,7754.0,153.0,2026-01-01,1,2,1,9,1,1,1
437,145,18801.0,11360,19285.0,125.0,2024-01-01,4,2,1,7,4,4,4
438,94,9869.0,8240,10656.0,218.0,2025-01-01,5,1,1,11,5,2,2
439,170,34987.0,8818,44554.0,39.0,2026-01-01,5,2,1,13,5,1,1
440,143,12146.0,7211,14471.0,126.0,2026-01-01,2,1,1,10,2,4,4
441,157,19631.0,11810,21322.0,123.0,2026-01-01,3,3,1,8,3,8,6
442,64,10069.0,7439,12050.0,155.0,2025-01-01,2,2,2,14,2,7,3
443,100,8896.0,5966,10017.0,181.0,2025-01-01,1,2,1,9,1,7,3
444,151,13473.0,8564,14984.0,138.0,2026-01-01,2,2,1,4,2,5,5
445,213,18877.0,15217,22038.0,146.0,2023-01-01,2,1,1,4,2,5,5
446,159,18240.0,12135,21688.0,129.0,2025-01-01,3,2,1,3,3,8,6
447,73,17691.0,13339,19699.0,129.0,2025-01-01,2,2,2,14,2,1,1
448,113,16470.0,10100,17158.0,168.0,2025-01-01,3,2,1,8,3,1,1
449,97,12205.0,7131,13665.0,166.0,2026-01-01,4,2,1,7,4,5,5
450,84,7984.0,5012,9280.0,178.0,2026-01-01,2,2,1,14,2,7,3
451,116,16282.0,9899,19705.0,147.0,2026-01-01,3,3,1,8,3,2,2
452,94,11245.0,8897,13327.0,165.0,2026-01-01,5,4,1,11,5,7,3
453,161,14110.0,9850,15028.0,161.0,2025-01-01,2,2,1,4,2,2,2
454,116,16625.0,11710,19810.0,78.0,2026-01-01,5,2,1,17,5,2,2
455,69,8036.0,7726,8705.0,172.0,2026-01-01,1,2,1,19,1,7,3
456,91,17055.0,11951,19967.0,151.0,2025-01-01,4,3,2,7,4,5,5
457,58,6216.0,8970,7119.0,178.0,2026-01-01,2,1,1,6,2,8,6
458,107,9660.0,5996,11125.0,144.0,2025-01-01,4,1,1,15,4,8,6
459,120,17173.0,12799,19726.0,115.0,2026-01-01,2,4,1,2,2,7,3
460,69,6093.0,4035,7374.0,181.0,2026-01-01,1,1,1,9,1,5,5
461,114,11733.0,8131,13357.0,161.0,2026-01-01,2,3,1,5,2,5,5
462,147,12407.0,7527,14443.0,147.0,2026-01-01,1,1,1,9,1,5,5
463,65,7295.0,5834,8567.0,164.0,2023-01-01,2,3,1,2,2,2,2
464,117,9156.0,6082,11517.0,143.0,2024-01-01,2,2,1,10,2,1,1
465,102,15459.0,9363,19180.0,139.0,2026-01-01,7,4,1,18,7,2,2
466,164,17935.0,9024,22865.0,119.0,2026-01-01,3,2,1,8,3,5,5
467,68,6902.0,4298,7008.0,206.0,2026-01-01,2,1,1,6,2,7,3
468,69,7377.0,8762,8625.0,182.0,2026-01-01,1,2,1,19,1,7,3
469,75,8448.0,5093,9053.0,195.0,2026-01-01,2,1,1,6,2,1,1
470,103,13321.0,8330,13676.0,173.0,2024-01-01,5,2,1,11,5,5,5
471,63,6544.0,4100,8346.0,178.0,2026-01-01,2,1,1,2,2,7,3
472,114,8720.0,5903,10371.0,185.0,2026-01-01,2,2,1,2,2,4,4
473,66,5373.0,3396,6501.0,155.0,2026-01-01,2,2,1,4,2,5,5
474,67,7556.0,4303,8823.0,218.0,2026-01-01,2,2,1,4,2,5,5
475,109,9540.0,5864,10321.0,158.0,2025-01-01,4,1,1,15,4,8,6
476,69,8624.0,5239,8822.0,189.0,2026-01-01,2,1,1,2,2,8,6
477,79,10248.0,5996,12311.0,136.0,2026-01-01,2,2,2,2,2,7,3
478,102,13810.0,8415,15034.0,154.0,2026-01-01,5,2,1,17,5,2,2
479,162,18238.0,12610,20492.0,109.0,2025-01-01,3,2,1,3,3,8,6
480,72,6414.0,3647,7681.0,167.0,2026-01-01,1,1,1,9,1,5,5
481,84,8305.0,5141,10088.0,177.0,2026-01-01,2,2,1,14,2,7,3
482,112,11093.0,6538,12435.0,186.0,2026-01-01,2,5,1,2,2,1,1
483,103,6640.0,4261,7480.0,167.0,2026-01-01,2,2,1,14,2,1,1
484,70,8026.0,6127,8896.0,141.0,2026-01-01,2,1,1,2,2,4,4
485,66,7626.0,4389,8567.0,204.0,2026-01-01,2,2,1,4,2,5,5
486,260,36300.0,26034,38662.0,56.0,2025-01-01,6,2,1,12,6,4,4
487,120,31502.0,20548,32424.0,70.0,2025-01-01,5,2,2,16,5,7,3
488,100,12253.0,9321,13212.0,165.0,2023-01-01,4,3,1,7,4,8,6
489,70,7399.0,4314,7633.0,198.0,2026-01-01,2,1,1,2,2,2,2
490,144,12659.0,7459,14057.0,153.0,2024-01-01,1,1,1,19,1,5,5
491,110,13152.0,8670,14141.0,141.0,2024-01-01,5,2,1,11,5,5,5
492,104,16619.0,9927,19724.0,160.0,2026-01-01,2,1,1,2,2,8,6
493,63,9299.0,6172,10316.0,142.0,2024-01-01,2,3,1,2,2,2,2
494,140,12165.0,7230,14523.0,149.0,2024-01-01,1,1,1,19,1,5,5
495,81,10880.0,7392,11623.0,153.0,2026-01-01,2,1,1,14,2,7,3
496,91,6526.0,4719,8247.0,186.0,2025-01-01,2,2,1,10,2,7,3
497,67,6276.0,3994,6602.0,218.0,2026-01-01,1,1,1,9,1,4,4
498,65,7037.0,4887,7691.0,186.0,2026-01-01,2,1,1,10,2,2,2
499,91,10151.0,9233,10861.0,206.0,2025-01-01,5,1,1,11,5,2,2
500,118,9334.0,6029,11226.0,179.0,2024-01-01,2,2,1,10,2,7,3
501,98,7801.0,5960,8958.0,148.0,2024-01-01,1,1,1,9,1,7,3
502,111,15527.0,10175,17925.0,107.0,2026-01-01,3,2,1,3,3,2,2
503,117,16369.0,9694,18279.0,183.0,2026-01-01,3,3,1,8,3,2,2
504,105,16103.0,9478,19011.0,131.0,2026-01-01,2,1,1,2,2,8,6
505,138,15486.0,11189,17403.0,182.0,2026-01-01,2,1,1,14,2,2,2
506,66,7350.0,5376,8381.0,173.0,2025-01-01,2,2,1,4,2,2,2
507,98,12106.0,9185,13712.0,174.0,2023-01-01,4,3,1,7,4,8,6
508,67,6603.0,5111,7883.0,182.0,2025-01-01,2,1,1,14,2,7,3
509,99,12995.0,9465,14367.0,190.0,2024-01-01,2,1,1,14,2,4,4
510,70,5266.0,3164,6271.0,165.0,2026-01-01,2,1,1,14,2,7,3
511,111,22899.0,17715,23523.0,116.0,2024-01-01,3,2,2,8,3,1,1
512,66,6974.0,4011,8171.0,153.0,2026-01-01,2,3,1,2,2,1,1
513,108,9250.0,6719,10400.0,167.0,2025-01-01,2,2,1,2,2,11,3
514,116,9669.0,5990,10941.0,140.0,2024-01-01,2,5,1,2,2,5,5
515,115,16204.0,10317,17636.0,163.0,2025-01-01,3,2,1,8,3,1,1
516,70,6445.0,3654,7604.0,171.0,2026-01-01,1,1,1,9,1,5,5
517,157,15700.0,10829,17358.0,144.0,2025-01-01,2,3,1,2,2,5,5
518,122,24109.0,17104,27149.0,108.0,2026-01-01,5,2,1,13,5,2,2
519,71,8888.0,5575,9274.0,189.0,2025-01-01,2,5,1,4,2,7,3
520,68,7489.0,8919,8719.0,178.0,2026-01-01,1,2,1,19,1,7,3
521,179,44342.0,28211,50087.0,1.0,2023-01-01,5,5,1,16,5,1,1
522,57,6577.0,9133,7071.0,195.0,2026-01-01,2,1,1,6,2,8,6
523,88,8923.0,6175,10991.0,214.0,2025-01-01,2,2,1,6,2,7,3
524,104,9498.0,6827,11962.0,192.0,2023-01-01,2,1,1,2,2,2,2
525,124,26556.0,18530,28424.0,68.0,2026-01-01,5,2,2,16,5,5,5
526,123,18220.0,12381,20005.0,139.0,2026-01-01,2,2,1,14,2,8,6
527,89,11144.0,8862,13381.0,150.0,2026-01-01,5,4,1,11,5,7,3
528,149,13503.0,7450,14443.0,140.0,2026-01-01,1,1,1,9,1,5,5
529,105,9703.0,5541,10959.0,184.0,2026-01-01,5,2,1,11,5,1,1
530,86,11082.0,9251,13332.0,154.0,2026-01-01,5,4,1,11,5,7,3
531,92,9476.0,6485,10452.0,151.0,2026-01-01,1,3,1,19,1,4,4
532,75,7293.0,4173,7708.0,177.0,2026-01-01,2,1,1,6,2,7,3
533,57,5397.0,3912,6195.0,218.0,2025-01-01,2,1,1,6,2,4,4
534,81,8968.0,5324,9694.0,174.0,2026-01-01,2,2,1,14,2,7,3
535,98,8001.0,5047,8838.0,180.0,2026-01-01,1,1,1,19,1,5,5
536,76,6848.0,4620,7874.0,175.0,2026-01-01,2,1,1,6,2,8,6
537,68,7130.0,5534,9019.0,161.0,2025-01-01,2,2,1,4,2,2,2
538,67,6356.0,4065,6586.0,195.0,2026-01-01,1,1,1,9,1,4,4
539,97,15840.0,8913,17745.0,180.0,2026-01-01,4,2,1,7,4,5,5
540,116,17459.0,11512,19673.0,76.0,2026-01-01,5,2,1,17,5,2,2
541,83,7257.0,4400,8181.0,206.0,2026-01-01,2,3,1,5,2,7,3
542,123,21065.0,11836,23770.0,103.0,2026-01-01,5,2,1,13,5,12,6
543,88,10270.0,6308,10724.0,137.0,2024-01-01,2,2,1,6,2,7,3
544,70,6955.0,5162,7779.0,155.0,2026-01-01,2,3,1,6,2,1,1
545,115,10954.0,6662,11940.0,119.0,2026-01-01,2,1,1,2,2,7,3
546,93,17260.0,10976,17409.0,160.0,2023-01-01,5,2,1,13,5,7,3
547,69,5118.0,3547,6742.0,179.0,2026-01-01,2,2,1,4,2,5,5
548,68,6740.0,4085,7389.0,218.0,2026-01-01,1,2,1,19,1,5,5
549,166,18091.0,11962,21067.0,106.0,2025-01-01,2,1,1,4,2,5,5
550,76,7951.0,8515,8651.0,200.0,2026-01-01,2,1,1,5,2,4,4
551,113,9137.0,6083,10227.0,198.0,2026-01-01,2,2,1,2,2,4,4
552,142,12921.0,7080,14603.0,143.0,2026-01-01,2,1,1,10,2,4,4
553,118,11043.0,6550,12468.0,181.0,2026-01-01,2,5,1,2,2,1,1
554,71,18417.0,13716,20205.0,136.0,2025-01-01,2,2,2,14,2,1,1
555,160,19536.0,11018,22285.0,101.0,2026-01-01,3,2,1,8,3,7,3
556,166,16921.0,9656,20875.0,116.0,2024-01-01,2,1,1,4,2,5,5
557,61,6559.0,4323,7351.0,178.0,2026-01-01,2,1,1,2,2,2,2
558,166,15442.0,9115,17682.0,130.0,2026-01-01,2,1,1,2,2,4,4
559,72,8141.0,4858,8842.0,181.0,2025-01-01,2,2,1,2,2,7,3
560,89,10311.0,6567,11395.0,183.0,2026-01-01,2,1,1,2,2,7,3
561,98,14180.0,10222,16353.0,138.0,2026-01-01,4,3,2,7,4,8,6
562,143,25476.0,13956,28213.0,93.0,2026-01-01,5,2,1,17,5,8,6
563,153,14014.0,9402,16184.0,133.0,2023-01-01,2,3,1,4,2,2,2
564,84,7514.0,4927,8761.0,152.0,2026-01-01,2,1,1,6,2,1,1
565,50,7504.0,5277,9024.0,194.0,2024-01-01,5,2,2,11,5,1,1
566,67,5315.0,3148,6173.0,202.0,2026-01-01,2,1,1,14,2,7,3
567,179,36170.0,23830,36792.0,52.0,2026-01-01,6,2,1,12,6,5,5
568,100,6719.0,4510,7554.0,174.0,2026-01-01,2,2,1,14,2,1,1
569,112,11692.0,7376,13772.0,202.0,2026-01-01,3,2,1,3,3,5,5
570,136,18637.0,11048,20349.0,130.0,2024-01-01,4,2,1,7,4,4,4
571,113,12385.0,8712,13685.0,179.0,2026-01-01,3,2,1,8,3,8,6
572,88,8521.0,8275,8860.0,172.0,2026-01-01,2,2,1,10,2,1,1
573,91,9730.0,5185,10240.0,171.0,2025-01-01,2,1,1,14,2,4,4
574,96,16641.0,12053,18252.0,178.0,2023-01-01,5,2,1,13,5,2,2
575,109,16837.0,8919,19467.0,121.0,2026-01-01,7,4,1,18,7,2,2
576,68,6554.0,4917,7723.0,167.0,2026-01-01,2,1,1,10,2,2,2
577,91,9348.0,8403,10838.0,211.0,2025-01-01,5,1,1,11,5,2,2
578,95,12922.0,9366,15925.0,116.0,2026-01-01,4,2,2,7,4,7,3
579,86,7670.0,4429,8917.0,205.0,2026-01-01,5,2,1,11,5,5,5
580,68,5290.0,3620,6576.0,174.0,2024-01-01,1,1,1,9,1,2,2
581,74,6674.0,4237,7706.0,208.0,2024-01-01,1,1,1,1,1,6,4
582,114,11659.0,7235,12075.0,138.0,2026-01-01,2,1,1,2,2,7,3
583,71,6462.0,3839,7182.0,173.0,2026-01-01,1,1,1,9,1,5,5
584,99,16742.0,10591,17923.0,158.0,2023-01-01,5,2,1,13,5,7,3
585,145,14401.0,10126,17521.0,140.0,2026-01-01,2,1,1,10,2,1,1
586,87,11986.0,8622,12785.0,120.0,2026-01-01,5,4,1,11,5,7,3
587,83,7766.0,5333,8437.0,202.0,2026-01-01,2,2,1,5,2,8,6
588,74,6697.0,3994,7506.0,201.0,2024-01-01,1,2,1,1,1,7,3
589,116,17548.0,12755,17300.0,136.0,2026-01-01,2,4,1,2,2,7,3
590,103,8841.0,6386,10576.0,170.0,2025-01-01,2,2,1,2,2,11,3
591,67,7832.0,6166,8922.0,148.0,2026-01-01,2,1,1,2,2,4,4
592,84,7628.0,4944,9017.0,208.0,2026-01-01,5,2,1,11,5,5,5
593,64,6039.0,3662,7243.0,160.0,2025-01-01,2,1,1,14,2,5,5
594,110,16878.0,9999,18691.0,120.0,2026-01-01,3,2,1,8,3,4,4
595,124,24402.0,18270,27904.0,78.0,2026-01-01,5,2,2,16,5,5,5
596,117,9287.0,5962,9445.0,192.0,2026-01-01,2,2,1,2,2,4,4
597,112,7972.0,4838,8724.0,187.0,2026-01-01,1,1,1,19,1,5,5
598,69,7154.0,4863,8457.0,194.0,2025-01-01,2,2,1,2,2,8,6
599,109,8997.0,5869,10134.0,151.0,2026-01-01,4,3,1,15,4,1,1
600,111,12343.0,6911,14276.0,172.0,2026-01-01,3,2,1,3,3,5,5
601,206,32969.0,21393,38924.0,57.0,2026-01-01,5,5,1,21,5,2,2
602,71,7426.0,5128,8599.0,183.0,2025-01-01,2,2,1,2,2,8,6
603,62,6524.0,3921,7603.0,188.0,2026-01-01,2,1,1,2,2,7,3
604,88,9240.0,6227,10841.0,184.0,2023-01-01,1,3,1,9,1,5,5
605,114,11504.0,6636,12206.0,201.0,2026-01-01,2,5,1,2,2,1,1
606,90,13814.0,9848,15969.0,136.0,2026-01-01,4,3,2,7,4,8,6
607,116,25133.0,18238,27007.0,73.0,2026-01-01,5,2,2,16,5,5,5
608,164,17994.0,11913,20600.0,111.0,2025-01-01,2,1,1,4,2,5,5
609,160,18722.0,8835,22441.0,124.0,2026-01-01,3,2,1,8,3,5,5
610,90,10972.0,7240,13976.0,172.0,2025-01-01,2,2,1,2,2,1,1
611,116,11803.0,6504,12384.0,156.0,2026-01-01,2,1,1,2,2,7,3
612,71,7534.0,4802,8579.0,180.0,2026-01-01,2,2,1,4,2,5,5
613,70,8598.0,5002,8687.0,188.0,2026-01-01,2,1,1,2,2,8,6
614,113,9992.0,5865,10799.0,187.0,2025-01-01,2,1,1,10,2,4,4
615,86,7322.0,3771,7942.0,184.0,2023-01-01,2,2,1,5,2,1,1
616,116,12211.0,8926,12833.0,209.0,2026-01-01,3,1,1,3,3,8,6
617,105,6506.0,4273,7819.0,206.0,2026-01-01,2,2,1,14,2,1,1
618,107,11095.0,9422,12857.0,148.0,2024-01-01,2,1,1,14,2,5,5
619,126,22245.0,13334,23563.0,123.0,2026-01-01,5,2,1,13,5,1,1
620,151,13080.0,7254,15173.0,139.0,2026-01-01,1,1,1,9,1,5,5
621,56,6673.0,8389,7558.0,170.0,2025-01-01,2,2,2,4,2,1,1
622,99,8725.0,6646,9697.0,163.0,2026-01-01,2,1,1,4,2,7,3
623,77,7322.0,4391,8014.0,198.0,2026-01-01,2,1,1,6,2,7,3
624,85,8109.0,8524,8630.0,158.0,2026-01-01,2,2,1,10,2,1,1
625,149,12535.0,7211,15275.0,145.0,2024-01-01,1,1,1,19,1,5,5
626,250,37765.0,25469,36666.0,62.0,2025-01-01,6,2,1,12,6,4,4
627,120,30442.0,21147,35158.0,75.0,2025-01-01,5,2,2,16,5,7,3
628,71,5238.0,3329,6525.0,187.0,2023-01-01,2,1,1,10,2,7,3
629,165,17326.0,9336,19403.0,115.0,2024-01-01,2,1,1,4,2,5,5
630,72,5463.0,3516,6327.0,188.0,2023-01-01,2,1,1,10,2,7,3
631,61,6601.0,4164,7854.0,187.0,2026-01-01,2,1,1,2,2,7,3
632,118,29149.0,21103,30607.0,87.0,2026-01-01,5,3,2,16,5,7,3
633,55,7148.0,8778,7657.0,161.0,2025-01-01,2,2,2,4,2,1,1
634,102,7821.0,4544,7939.0,212.0,2026-01-01,2,1,1,10,2,4,4
635,86,7823.0,5021,8873.0,192.0,2026-01-01,2,1,1,6,2,1,1
636,85,7142.0,3835,8799.0,200.0,2023-01-01,2,2,1,5,2,1,1
637,67,5215.0,3078,6421.0,185.0,2026-01-01,2,1,1,14,2,7,3
638,85,10322.0,7157,11510.0,144.0,2025-01-01,2,2,1,14,2,11,3
639,68,8276.0,4657,8668.0,209.0,2025-01-01,2,2,1,2,2,7,3
640,116,13191.0,9111,13423.0,179.0,2026-01-01,3,2,1,8,3,8,6
641,69,5126.0,3097,5766.0,166.0,2024-01-01,2,1,1,5,2,5,5
642,97,9712.0,6004,11327.0,194.0,2026-01-01,5,2,1,11,5,5,5
643,91,10012.0,6410,11500.0,182.0,2026-01-01,2,1,1,2,2,7,3
644,96,8940.0,6524,10229.0,144.0,2026-01-01,2,1,1,4,2,7,3
645,55,7951.0,4491,8468.0,218.0,2024-01-01,2,2,2,2,2,7,3
646,131,30352.0,19238,31933.0,94.0,2025-01-01,5,5,2,16,5,4,4
647,69,7656.0,5039,8898.0,202.0,2026-01-01,2,1,1,4,2,4,4
648,94,14065.0,10004,16317.0,151.0,2026-01-01,4,3,2,7,4,8,6
649,106,17133.0,9731,18541.0,160.0,2026-01-01,3,3,1,8,3,2,2
650,71,10735.0,6112,12325.0,152.0,2026-01-01,2,2,2,2,2,7,3
651,151,14604.0,8566,14575.0,156.0,2026-01-01,2,2,1,4,2,5,5
652,107,15305.0,10264,18374.0,124.0,2026-01-01,3,2,1,3,3,2,2
653,106,13092.0,8275,14063.0,160.0,2026-01-01,2,2,1,6,2,5,5
654,111,9038.0,5854,10012.0,178.0,2026-01-01,2,2,1,2,2,4,4
655,99,16865.0,12237,18753.0,144.0,2025-01-01,4,3,2,7,4,5,5
